era,species,num_legs,num_arms,symmetry,diet,skin_type,eyes,eye_position,size_m,oxygen_pct,nitrogen_pct,uv_level,humidity,water_presence
jurassic,Archaeopteryx,2,2,bilateral,carnivore,feathers,2,front,0.8180889328547207,27.741036937834043,70.05063697869531,high,medium,high
jurassic,Plesiosaurus,0,4,bilateral,carnivore,scales,2,side,3.7120021092887234,28.543268426417175,71.29988648716973,high,high,high
modern,tiger,4,0,bilateral,carnivore,fur,2,front,2.9555336447435283,21.69037174516879,76.7505747355981,high,low,medium
modern,rhino,4,0,bilateral,herbivore,skin,2,side,3.315836116918352,22.41874703432043,79.23163316194153,medium,medium,high
modern,tapir,4,0,bilateral,herbivore,skin,2,side,2.544677991481259,19.292420146915305,79.0097523628674,medium,high,none
modern,sloth,4,0,bilateral,herbivore,fur,2,front,0.4156837245314948,20.394508045541595,77.58856257630525,low,high,high
modern,beetle,6,0,bilateral,herbivore,exoskeleton,2,front,0.1,21.416756578668824,79.0719292659222,high,medium,low
modern,jellyfish,0,0,radial,carnivore,gelatinous,0,none,0.3925560289967671,20.872261807796765,76.25821615082307,high,high,high
modern,starfish,0,0,radial,carnivore,skin,0,none,0.35208205546099164,20.386995387371044,77.50230446386556,high,high,medium
modern,chimpanzee,2,2,bilateral,omnivore,fur,2,front,1.7252383770009398,22.44159634261507,77.10875055187987,medium,medium,medium
modern,koala,4,0,bilateral,herbivore,fur,2,side,0.7485843759479832,22.049444450883584,79.08237726984231,low,medium,low
modern,hedgehog,4,0,bilateral,omnivore,spines,2,front,0.15370402655071558,22.454577855284217,77.83572191484448,medium,medium,medium
jurassic,Camptosaurus,4,0,bilateral,herbivore,scales,2,side,5.202735967291396,27.665762784063638,71.78770193249,low,medium,none
jurassic,Dryosaurus,2,2,bilateral,herbivore,scales,2,side,3.8983465183538617,28.432911808668276,71.39417799928006,low,high,medium
jurassic,Pachycephalosaurus,2,2,bilateral,herbivore,scales,2,side,4.705839894501285,26.815177073188725,68.34534015584964,high,medium,low
jurassic,Camarasaurus,4,0,bilateral,herbivore,scales,2,side,18.45168373860541,26.486874000261434,70.79837019146079,high,high,high
jurassic,Torvosaurus,2,2,bilateral,carnivore,scales,2,front,10.319677279850309,28.71358892971319,68.57118758733539,low,medium,medium
jurassic,Barapasaurus,4,0,bilateral,herbivore,scales,2,side,12.124298555198376,26.659642253717468,70.5704755547157,high,high,high
jurassic,Rhoetosaurus,4,0,bilateral,herbivore,scales,2,side,15.01114106382492,26.440716630213622,68.70352211062074,high,low,low
jurassic,Dandakosaurus,2,2,bilateral,carnivore,scales,2,front,4.725663082801337,27.520221754758108,69.79658286302802,high,medium,medium
jurassic,Gasosaurus,2,2,bilateral,carnivore,scales,2,front,3.855093996830426,29.12062146124437,69.91602897439208,high,medium,medium
jurassic,Haplocanthosaurus,4,0,bilateral,herbivore,scales,2,side,12.212765328331034,28.528718870550932,71.54684645313483,high,high,high
